STATUS_current,Tracker File Name_current,question #,issues,ID,QUESTIONS_current,image,
REJECTED,Data Set #3-21 report - Frank Stimson.csv,14,all good,Data Set #3-21 report - Frank Stimson.csv -Q14,Which employee will have the highest NY State income tax rate for 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-21 report .html,Data Set #3-22 report - Frank Stimson.csv
REJECTED,Data Set #3-21 report - Frank Stimson.csv,15,all good,Data Set #3-21 report - Frank Stimson.csv -Q15,Which employee will have the lowest NY State income tax rate for 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-21 report .html,Data Set #3-22 report - Frank Stimson.csv
REJECTED,Data Set #3-23 report - Frank Stimson.csv,10,all good,Data Set #3-23 report - Frank Stimson.csv -Q10,"What is the CT State income tax rate for 2017 from the CT-W4 form for married filing separately with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-23 report .html,Data Set #3-22 report - Frank Stimson.csv
REJECTED,Data Set #3-23 report - Frank Stimson.csv,11,all good,Data Set #3-23 report - Frank Stimson.csv -Q11,"What is the CT State income tax rate for 2017 from the CT-W4 form for married filing separately with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-23 report .html,Data Set #3-22 report - Frank Stimson.csv
REJECTED,Data Set #3-23 report - Frank Stimson.csv,12,all good,Data Set #3-23 report - Frank Stimson.csv -Q12,"What is the CT State income tax rate for 2017 from the CT-W4 form for singles with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-23 report .html,Data Set #3-22 report - Frank Stimson.csv
REJECTED,Data Set #3-23 report - Frank Stimson.csv,13,all good,Data Set #3-23 report - Frank Stimson.csv -Q13,"What is the CT State income tax rate for 2017 from the CT-W4 form for singles with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-23 report .html,Data Set #3-22 report - Frank Stimson.csv
REJECTED,Data Set #3-23 report - Frank Stimson.csv,14,all good,Data Set #3-23 report - Frank Stimson.csv -Q14,"What is the CT State income tax rate for 2017 from the CT-W4 form for singles with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-23 report .html,Data Set #3-22 report - Frank Stimson.csv
REJECTED,Data Set #3-23 report - Frank Stimson.csv,15,all good,Data Set #3-23 report - Frank Stimson.csv -Q15,Which employee will have the lowest CT State income tax rate for 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-23 report .html,Data Set #3-22 report - Frank Stimson.csv
REJECTED,Data Set #3-23 report - Frank Stimson.csv,9,all good,Data Set #3-23 report - Frank Stimson.csv -Q9,"What is the CT State income tax rate for 2017 from the CT-W4 form for married filing separately with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-23 report .html,Data Set #3-22 report - Frank Stimson.csv
REJECTED,Data Set #3-38 report - Frank Stimson.csv,13,zz,Data Set #3-38 report - Frank Stimson.csv-Q13,Which employee will have the highest Medicare  tax rate for 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-38 report .html,Data Set #3-22 report - Frank Stimson.csv
REJECTED,Data Set #3-38 report - Frank Stimson.csv,14,zz,Data Set #3-38 report - Frank Stimson.csv-Q14,Which employee will have the lowest Medicare  tax rate for 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-38 report .html,Data Set #3-22 report - Frank Stimson.csv
REJECTED,Data Set #3-19report - Frank Stimson.csv,15,all good,Data Set #3-19report - Frank Stimson.csv -Q15,Which employee will have the lowest Medicare  tax rate for 2016?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-19report .html,Data Set #3-3 report - Frank Stimson.csv
REJECTED,Data Set #3-2 report - Frank Stimson.csv,14,all good,Data Set #3-2 report - Frank Stimson.csv -Q14,Which employee will have the highest NY State income tax rate for 2016?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-2 report .html,Data Set #3-3 report - Frank Stimson.csv
REJECTED,Data Set #3-2 report - Frank Stimson.csv,15,all good,Data Set #3-2 report - Frank Stimson.csv -Q15,Which employee will have the lowest NY State income tax rate for 2016?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-2 report .html,Data Set #3-3 report - Frank Stimson.csv
REJECTED,Data Set #3-4 report - Frank Stimson.csv,10,all good,Data Set #3-4 report - Frank Stimson.csv -Q10,"What is the CT State income tax rate for 2016 from the CT-W4 form for married filing separately with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-4 report .html,Data Set #3-3 report - Frank Stimson.csv
REJECTED,Data Set #3-4 report - Frank Stimson.csv,11,all good,Data Set #3-4 report - Frank Stimson.csv -Q11,"What is the CT State income tax rate for 2016 from the CT-W4 form for married filing separately with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-4 report .html,Data Set #3-3 report - Frank Stimson.csv
REJECTED,Data Set #3-4 report - Frank Stimson.csv,12,all good,Data Set #3-4 report - Frank Stimson.csv -Q12,"What is the CT State income tax rate for 2016 from the CT-W4 form for singles with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-4 report .html,Data Set #3-3 report - Frank Stimson.csv
REJECTED,Data Set #3-4 report - Frank Stimson.csv,13,all good,Data Set #3-4 report - Frank Stimson.csv -Q13,"What is the CT State income tax rate for 2016 from the CT-W4 form for singles with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-4 report .html,Data Set #3-3 report - Frank Stimson.csv
REJECTED,Data Set #3-4 report - Frank Stimson.csv,14,all good,Data Set #3-4 report - Frank Stimson.csv -Q14,"What is the CT State income tax rate for 2016 from the CT-W4 form for singles with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-4 report .html,Data Set #3-3 report - Frank Stimson.csv
REJECTED,Data Set #3-4 report - Frank Stimson.csv,15,all good,Data Set #3-4 report - Frank Stimson.csv -Q15,Which employee will have the lowest CT State income tax rate for 2016?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-4 report .html,Data Set #3-3 report - Frank Stimson.csv
REJECTED,Data Set #3-4 report - Frank Stimson.csv,9,all good,Data Set #3-4 report - Frank Stimson.csv -Q9,"What is the CT State income tax rate for 2016 from the CT-W4 form for married filing separately with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-4 report .html,Data Set #3-3 report - Frank Stimson.csv
REJECTED,Data Set #3-11 report - Frank Stimson.csv,10,all good,Data Set #3-11 report - Frank Stimson.csv -Q10,"What is the total taxes withheld % for married filing separately with income under $80,000 in 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-11 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-11 report - Frank Stimson.csv,11,all good,Data Set #3-11 report - Frank Stimson.csv -Q11,"What is the total taxes withheld % for singles with income between $80,000 - $149,000 in 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-11 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-11 report - Frank Stimson.csv,12,all good,Data Set #3-11 report - Frank Stimson.csv -Q12,"What is the total taxes withheld % for singles with income over $150,000 in 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-11 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-11 report - Frank Stimson.csv,13,all good,Data Set #3-11 report - Frank Stimson.csv -Q13,"What is the total taxes withheld % for singles with income under $80,000 in 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-11 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-11 report - Frank Stimson.csv,14,all good,Data Set #3-11 report - Frank Stimson.csv -Q14,Which employee will have the highest tax % withheld rate for 2016?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-11 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-11 report - Frank Stimson.csv,15,all good,Data Set #3-11 report - Frank Stimson.csv -Q15,Which employee will have the lowest tax % withheld rate for 2016?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-11 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-11 report - Frank Stimson.csv,3,all good,Data Set #3-11 report - Frank Stimson.csv -Q3,"What is the total taxes withheld % for head of household with income over $60,000 in 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-11 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-11 report - Frank Stimson.csv,4,all good,Data Set #3-11 report - Frank Stimson.csv -Q4,"What is the total taxes withheld % for head of household with income under $60,000 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-11 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-11 report - Frank Stimson.csv,5,all good,Data Set #3-11 report - Frank Stimson.csv -Q5,"What is the total taxes withheld % for married filing jointly with income between $80,000 - $149,000 in 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-11 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-11 report - Frank Stimson.csv,6,all good,Data Set #3-11 report - Frank Stimson.csv -Q6,"What is the total taxes withheld % for married filing jointly with income over $150,000 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-11 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-11 report - Frank Stimson.csv,7,all good,Data Set #3-11 report - Frank Stimson.csv -Q7,"What is the total taxes withheld % for married filing jointly with income under $80,000 in 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-11 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-11 report - Frank Stimson.csv,8,all good,Data Set #3-11 report - Frank Stimson.csv -Q8,"What is the total taxes withheld % for married filing separately with income between $80,000 - $149,000 in 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-11 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-11 report - Frank Stimson.csv,9,all good,Data Set #3-11 report - Frank Stimson.csv -Q9,"What is the total taxes withheld % for married filing separately with income over $150,000 in 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-11 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-23 report - Frank Stimson.csv,2,all good,Data Set #3-23 report - Frank Stimson.csv -Q2,"Does CT have additional taxes for income above $100,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-23 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-4 report - Frank Stimson.csv,2,all good,Data Set #3-4 report - Frank Stimson.csv -Q2,"Does CT have additional taxes for income above $100,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-4 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-49 report - Frank Stimson.csv,3,zz,Data Set #3-49 report - Frank Stimson.csv-Q3,Which employee will have the highest tax % withheld rate for 2018?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-49 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #3-49 report - Frank Stimson.csv,4,zz,Data Set #3-49 report - Frank Stimson.csv-Q4,Which employee will have the lowest tax % withheld rate for 2018?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-49 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #4-11 report - Frank Stimson.csv,3,zz,Data Set #4-11 report - Frank Stimson.csv-Q3,Which employee will have the highest tax % withheld rate for 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #4-11 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #4-11 report - Frank Stimson.csv,4,zz,Data Set #4-11 report - Frank Stimson.csv-Q4,Which employee will have the lowest tax % withheld rate for 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #4-11 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-42 report - Frank Stimson.csv,2,all good,Data Set #5-42 report - Frank Stimson.csv -Q2,"Does CT have additional taxes for income above $100,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-42 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-49 report - Frank Stimson.csv,10,all good,Data Set #5-49 report - Frank Stimson.csv -Q10,"What is the total taxes withheld % for married filing separately with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-49 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-49 report - Frank Stimson.csv,11,all good,Data Set #5-49 report - Frank Stimson.csv -Q11,"What is the total taxes withheld % for singles with income between $80,000 - $149,000 in 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-49 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-49 report - Frank Stimson.csv,12,all good,Data Set #5-49 report - Frank Stimson.csv -Q12,"What is the total taxes withheld % for singles with income over $150,000 in 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-49 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-49 report - Frank Stimson.csv,13,all good,Data Set #5-49 report - Frank Stimson.csv -Q13,"What is the total taxes withheld % for singles with income under $80,000 in 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-49 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-49 report - Frank Stimson.csv,14,all good,Data Set #5-49 report - Frank Stimson.csv -Q14,Which employee will have the highest tax % withheld rate for 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-49 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-49 report - Frank Stimson.csv,15,all good,Data Set #5-49 report - Frank Stimson.csv -Q15,Which employee will have the lowest tax % withheld rate for 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-49 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-49 report - Frank Stimson.csv,3,all good,Data Set #5-49 report - Frank Stimson.csv -Q3,"What is the total taxes withheld % for head of household with income over $60,000 in 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-49 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-49 report - Frank Stimson.csv,4,all good,Data Set #5-49 report - Frank Stimson.csv -Q4,"What is the total taxes withheld % for head of household with income under $60,000 in 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-49 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-49 report - Frank Stimson.csv,5,all good,Data Set #5-49 report - Frank Stimson.csv -Q5,"What is the total taxes withheld % for married filing jointly with income between $80,000 - $149,000 in 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-49 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-49 report - Frank Stimson.csv,6,all good,Data Set #5-49 report - Frank Stimson.csv -Q6,"What is the total taxes withheld % for married filing jointly with income over $150,000 in 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-49 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-49 report - Frank Stimson.csv,7,all good,Data Set #5-49 report - Frank Stimson.csv -Q7,"What is the total taxes withheld % for married filing jointly with income under $80,000 in 2020?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-49 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-49 report - Frank Stimson.csv,8,all good,Data Set #5-49 report - Frank Stimson.csv -Q8,"What is the total taxes withheld % for married filing separately with income between $80,000 - $149,000 in 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-49 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-49 report - Frank Stimson.csv,9,all good,Data Set #5-49 report - Frank Stimson.csv -Q9,"What is the total taxes withheld % for married filing separately with income over $150,000 in 2016?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-49 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-55 report - Frank Stimson.csv,2,zz,Data Set #5-55 report - Frank Stimson.csv-Q2,"How many ""Type of Pay"" coded F and L medical was paid by the employer in 2020 week 16?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-55 report .html,Data Set #3-30 report - Frank Stimson.csv
REJECTED,Data Set #5-50 report - Frank Stimson.csv,13,all good,Data Set #5-50 report - Frank Stimson.csv -Q13,Which employee has the highest commission rate in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-50 report .html,Data Set #3-31 report - Frank Stimson.csv
REJECTED,Data Set #5-50 report - Frank Stimson.csv,15,all good,Data Set #5-50 report - Frank Stimson.csv -Q15,Which employee has the lowest commission rate in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-50 report .html,Data Set #3-31 report - Frank Stimson.csv
REJECTED,Data Set #2-28 report - Frank Stimson.csv,10,all good,Data Set #2-28 report - Frank Stimson.csv-Q10,"Was there a different Social Security  tax rate for 2016 for married filing jointly with income above $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2-28 report .html,Data Set #3-37 report - Frank Stimson.csv
REJECTED,Data Set #2-28 report - Frank Stimson.csv,6,all good,Data Set #2-28 report - Frank Stimson.csv-Q6,Was any employee exempt from Social Security tax in 2016?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2-28 report .html,Data Set #3-37 report - Frank Stimson.csv
REJECTED,Data Set #3-40 report - Frank Stimson.csv,13,zz,Data Set #3-40 report - Frank Stimson.csv-Q13,Which employee will have the highest NY State income tax rate for 2018?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-40 report .html,Data Set #3-41 report - Frank Stimson.csv
REJECTED,Data Set #3-40 report - Frank Stimson.csv,14,zz,Data Set #3-40 report - Frank Stimson.csv-Q14,Which employee will have the lowest NY State income tax rate for 2018?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-40 report .html,Data Set #3-41 report - Frank Stimson.csv
REJECTED,Data Set #3-42 report - Frank Stimson.csv,10,zz,Data Set #3-42 report - Frank Stimson.csv-Q10,"What is the CT State income tax rate for 2018 from the CT-W4 form for married filing separately with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-42 report .html,Data Set #3-41 report - Frank Stimson.csv
REJECTED,Data Set #3-42 report - Frank Stimson.csv,11,zz,Data Set #3-42 report - Frank Stimson.csv-Q11,"What is the CT State income tax rate for 2018 from the CT-W4 form for singles with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-42 report .html,Data Set #3-41 report - Frank Stimson.csv
REJECTED,Data Set #3-42 report - Frank Stimson.csv,12,zz,Data Set #3-42 report - Frank Stimson.csv-Q12,"What is the CT State income tax rate for 2018 from the CT-W4 form for singles with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-42 report .html,Data Set #3-41 report - Frank Stimson.csv
REJECTED,Data Set #3-42 report - Frank Stimson.csv,13,zz,Data Set #3-42 report - Frank Stimson.csv-Q13,"What is the CT State income tax rate for 2018 from the CT-W4 form for singles with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-42 report .html,Data Set #3-41 report - Frank Stimson.csv
REJECTED,Data Set #3-42 report - Frank Stimson.csv,14,zz,Data Set #3-42 report - Frank Stimson.csv-Q14,Which employee will have the lowest CT State income tax rate for 2018?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-42 report .html,Data Set #3-41 report - Frank Stimson.csv
REJECTED,Data Set #3-42 report - Frank Stimson.csv,8,zz,Data Set #3-42 report - Frank Stimson.csv-Q8,"What is the CT State income tax rate for 2018 from the CT-W4 form for married filing separately with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-42 report .html,Data Set #3-41 report - Frank Stimson.csv
REJECTED,Data Set #3-42 report - Frank Stimson.csv,9,zz,Data Set #3-42 report - Frank Stimson.csv-Q9,"What is the CT State income tax rate for 2018 from the CT-W4 form for married filing separately with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-42 report .html,Data Set #3-41 report - Frank Stimson.csv
REJECTED,Data Set #3-57 report - Frank Stimson.csv,13,zz,Data Set #3-57 report - Frank Stimson.csv-Q13,Which employee will have the highest Medicare  tax rate for 2018?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-57 report .html,Data Set #3-41 report - Frank Stimson.csv
REJECTED,Data Set #3-57 report - Frank Stimson.csv,14,zz,Data Set #3-57 report - Frank Stimson.csv-Q14,Which employee will have the lowest Medicare  tax rate for 2018?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-57 report .html,Data Set #3-41 report - Frank Stimson.csv
REJECTED,Data Set #3-5 report - Frank Stimson.csv,11,all good,Data Set #3-5 report - Frank Stimson.csv -Q11,What is the employer contribution percentage for a 401k for employees working for the company 15 - 20 years?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-5 report .html,Data Set #3-5 report - Frank Stimson.csv
REJECTED,Data Set #5-43 report - Frank Stimson.csv,11,all good,Data Set #5-43 report - Frank Stimson.csv -Q11,What is the employer contribution percentage for a 401k for employees working for the company 15 - 20 years?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-43 report .html,Data Set #3-5 report - Frank Stimson.csv
REJECTED,Data Set #5-50 report - Frank Stimson.csv,10,all good,Data Set #5-50 report - Frank Stimson.csv -Q10,What was the total commission paid for the year 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-50 report .html,Data Set #3-50 report - Frank Stimson.csv
REJECTED,Data Set #5-50 report - Frank Stimson.csv,11,all good,Data Set #5-50 report - Frank Stimson.csv -Q11,Which department is on commission sales for 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-50 report .html,Data Set #3-50 report - Frank Stimson.csv
REJECTED,Data Set #5-50 report - Frank Stimson.csv,14,all good,Data Set #5-50 report - Frank Stimson.csv -Q14,Which employee has the lowest commission dollars in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-50 report .html,Data Set #3-50 report - Frank Stimson.csv
REJECTED,Data Set #5-50 report - Frank Stimson.csv,9,all good,Data Set #5-50 report - Frank Stimson.csv -Q9,What was the total commission paid for the current period in 2020?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #5-50 report .html,Data Set #3-50 report - Frank Stimson.csv
REJECTED,Data Set #2-24 report - Frank Stimson.csv,11,all good,Data Set #2-24 report - Frank Stimson.csv-Q11,How many employees received bonus personal days in 2016?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2-24 report .html,Data Set #3-52 report - Frank Stimson.csv
REJECTED,Data Set #2-24 report - Frank Stimson.csv,7,all good,Data Set #2-24 report - Frank Stimson.csv-Q7,How many employees have used all their personal days for 2016?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2-24 report .html,Data Set #3-52 report - Frank Stimson.csv
REJECTED,Data Set #2-24 report - Frank Stimson.csv,2,all good,Data Set #2-24 report - Frank Stimson.csv-Q2,"What is the Federal income tax rate for 2019 from the federal W-4 form for a head of household with income under $60,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2-24 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #2-24 report - Frank Stimson.csv,5,all good,Data Set #2-24 report - Frank Stimson.csv-Q5,"Did any employee head of household earn more than $95,000 in 2019?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #2-24 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-1 report - Frank Stimson.csv,6,zz,Data Set #3-1 report - Frank Stimson.csv-Q6,Which employee will have the lowest federal income tax rate for 2016?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-1 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-19report - Frank Stimson.csv,11,all good,Data Set #3-19report - Frank Stimson.csv -Q11,"What is the Medicare  tax rate for 2016 from the federal W-4 form for singles with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-19report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-19report - Frank Stimson.csv,13,all good,Data Set #3-19report - Frank Stimson.csv -Q13,"What is the Medicare  tax rate for 2016 from the federal W-4 form for singles with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-19report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-19report - Frank Stimson.csv,9,all good,Data Set #3-19report - Frank Stimson.csv -Q9,"What is the Medicare  tax rate for 2016 from the federal W-4 form for married filing separately with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-19report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-20 report - Frank Stimson.csv,11,all good,Data Set #3-20 report - Frank Stimson.csv -Q11,"What is the Federal income tax rate for 2017 from the federal W-4 form for singles with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-20 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-20 report - Frank Stimson.csv,13,all good,Data Set #3-20 report - Frank Stimson.csv -Q13,"What is the Federal income tax rate for 2017 from the federal W-4 form for singles with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-20 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-20 report - Frank Stimson.csv,15,all good,Data Set #3-20 report - Frank Stimson.csv -Q15,Which employee will have the lowest federal income tax rate for 2017?,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-20 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-20 report - Frank Stimson.csv,9,all good,Data Set #3-20 report - Frank Stimson.csv -Q9,"What is the Federal income tax rate for 2017 from the federal W-4 form for married filing separately with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-20 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-38 report - Frank Stimson.csv,10,zz,Data Set #3-38 report - Frank Stimson.csv-Q10,"What is the Medicare  tax rate for 2017 from the federal W-4 form for singles with income under $80,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-38 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-38 report - Frank Stimson.csv,11,zz,Data Set #3-38 report - Frank Stimson.csv-Q11,"What is the Medicare  tax rate for 2017 from the federal W-4 form for singles with income between $80,000 - $149,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-38 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-38 report - Frank Stimson.csv,9,zz,Data Set #3-38 report - Frank Stimson.csv-Q9,"What is the Medicare  tax rate for 2017 from the federal W-4 form for married filing separately with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-38 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-39 report - Frank Stimson.csv,1,all good,Data Set #3-39 report - Frank Stimson.csv-Q1,"What is the Federal income tax rate for 2018 from the federal W-4 form for a head of household with income under $60,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-39 report .html,Data Set #4-01 report - Frank Stimson.csv
REJECTED,Data Set #3-39 report - Frank Stimson.csv,10,all good,Data Set #3-39 report - Frank Stimson.csv-Q10,"What is the Federal income tax rate for 2018 from the federal W-4 form for married filing separately with income over $150,000?",https://github.com/fstimson/html-file-for-report/blob/master/Data Set #3-39 report .html,Data Set #4-01 report - Frank Stimson.csv
