tracker_file_name_current,final_status,period,status_current,notes
DS-18-30 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-30 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-30 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-30 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-30 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-30 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-30 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-30 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-30 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-30 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-30 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-31 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-31 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-31 - Frank Stimson.csv,REJECTED,3/18/2024,Review,
DS-18-31 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-31 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-31 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-31 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-31 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-31 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-31 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-31 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-31 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-31 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-31 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-31 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-31 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-31 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-31 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-32 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-32 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-32 - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
DS-18-32 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-32 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-32 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-32 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-32 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-32 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-32 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-32 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-32 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-32 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-32 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-32 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-32 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-32 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-32 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-33 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-33 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-33 - Frank Stimson.csv,REJECTED,3/18/2024,Review,
DS-18-33 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-33 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-33 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-33 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-33 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-33 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-33 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-33 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-33 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-33 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-33 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-33 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-33 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-33 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-33 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-34 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-34 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-34 - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
DS-18-34 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-34 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-34 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-34 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-34 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-34 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-34 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-34 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-34 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-34 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-34 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-34 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-34 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-34 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-34 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-35 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-35 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-35 - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
DS-18-35 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-35 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-35 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-35 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-35 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-35 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-35 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-35 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-35 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-35 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-35 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-35 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-35 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-35 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-35 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-36 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-36 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-36 - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
DS-18-36 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-36 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-36 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-36 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-36 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-36 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-36 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-36 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-36 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-36 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-36 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-36 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-36 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-36 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-36 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-37 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-37 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-37 - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
DS-18-37 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-37 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-37 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-37 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-37 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-37 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-37 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-37 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-37 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-37 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-37 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-37 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-37 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-37 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-37 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-38 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-38 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-38 - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
DS-18-38 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-38 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-38 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-38 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-38 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-38 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-38 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-38 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-38 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-38 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-38 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-38 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-38 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-38 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-38 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-39 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-39 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-39 - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
DS-18-39 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-39 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-39 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-39 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-39 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-39 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-39 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-39 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-39 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-39 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-39 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-39 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-39 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-39 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-39 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-4 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-4 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-4 - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
DS-18-4 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-4 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-4 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-4 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-4 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-4 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-4 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-4 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-4 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-4 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-4 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-4 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-4 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-4 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-4 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-40 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-40 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-40 - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
DS-18-40 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-40 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-40 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-40 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-40 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-40 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-40 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-40 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-40 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-40 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-40 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-40 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-40 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-40 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-40 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-41 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-41 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-41 - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
DS-18-41 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-41 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-41 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-41 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-41 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-41 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-41 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-41 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-41 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-41 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-41 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-41 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-41 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-41 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-41 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-42 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-42 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-42 - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
DS-18-42 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-42 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-42 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-42 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-42 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-42 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-42 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-42 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-42 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-42 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-42 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-42 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-42 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-42 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-42 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-43 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-43 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-43 - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
DS-18-43 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-43 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-43 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-43 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-43 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-43 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-43 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-43 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-43 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-43 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-43 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-43 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-43 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-43 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-43 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-44 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-44 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-44 - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
DS-18-44 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-44 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-44 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-44 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-44 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-44 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-44 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-44 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
DS-18-44 - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-18-44 - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
DS-18-44 - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-18-44 - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-18-44 - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
DS-18-44 - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
DS-18-44 - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
DS-18-45 - Frank Stimson.csv,REJECTED,2/19/2024,DS submitted,
DS-18-45 - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-18-45 - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
DS-18-45 - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-18-45 - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-18-45 - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-18-45 - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-18-45 - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
DS-18-45 - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
DS-18-45 - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
DS-18-45 - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
