status_current,tracker_file_name_current,question_number,issues,id,question_current
APPROVED,DS-17-37 - Frank Stimson.csv,8,all good,DS-17-37 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 37th week  of 2017
APPROVED,DS-17-37 - Frank Stimson.csv,9,all good,DS-17-37 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 37th week  of 2017
APPROVED,DS-17-38 - Frank Stimson.csv,1,all good,DS-17-38 - Frank Stimson.csv-Q1,How much did the employee pay in federal taxes in the  38th week  of 2017
APPROVED,DS-17-38 - Frank Stimson.csv,10,all good,DS-17-38 - Frank Stimson.csv-Q10,How much did employees contribute to their HSA in the 38th week  of 2017
APPROVED,DS-17-38 - Frank Stimson.csv,11,all good,DS-17-38 - Frank Stimson.csv-Q11,How much did employees contribute to their FSA in the 38th week  of 2017
APPROVED,DS-17-38 - Frank Stimson.csv,12,all good,DS-17-38 - Frank Stimson.csv-Q12,How much did employees contribute to their 401k in the 38th week  of 2017
APPROVED,DS-17-38 - Frank Stimson.csv,13,all good,DS-17-38 - Frank Stimson.csv-Q13,How much did employees pay for medical coverage in the 38th week  of 2017
APPROVED,DS-17-38 - Frank Stimson.csv,14,all good,DS-17-38 - Frank Stimson.csv-Q14,How much did employees pay for dental coverage in the 38th week  of 2017
APPROVED,DS-17-38 - Frank Stimson.csv,15,all good,DS-17-38 - Frank Stimson.csv-Q15,How much did employees pay for vision coverage in the 38th week  of 2017
APPROVED,DS-17-38 - Frank Stimson.csv,2,all good,DS-17-38 - Frank Stimson.csv-Q2,How much did the employee pay in New York State taxes in the  38th week  of  2017 ?
APPROVED,DS-17-38 - Frank Stimson.csv,3,all good,DS-17-38 - Frank Stimson.csv-Q3,How much did the employee pay in New York City taxes in the  38th week  of 2017
APPROVED,DS-17-38 - Frank Stimson.csv,4,all good,DS-17-38 - Frank Stimson.csv-Q4,How many vacation days did the employee take in the 38th week  of 2017
APPROVED,DS-17-38 - Frank Stimson.csv,5,all good,DS-17-38 - Frank Stimson.csv-Q5,How many personal days did the employee take in the 38th week  of 2017
APPROVED,DS-17-38 - Frank Stimson.csv,6,all good,DS-17-38 - Frank Stimson.csv-Q6,How much did the employee pay in total for Social Security and Medicaid taxes in the  38th week  of 2017
APPROVED,DS-17-38 - Frank Stimson.csv,7,all good,DS-17-38 - Frank Stimson.csv-Q7,What was the total amount paid in taxes by employees in the 38th week  of 2017
APPROVED,DS-17-38 - Frank Stimson.csv,8,all good,DS-17-38 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 38th week  of 2017
APPROVED,DS-17-38 - Frank Stimson.csv,9,all good,DS-17-38 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 38th week  of 2017
APPROVED,DS-17-39 - Frank Stimson.csv,1,all good,DS-17-39 - Frank Stimson.csv-Q1,How much did the employee pay in federal taxes in the  39th week  of 2017
APPROVED,DS-17-39 - Frank Stimson.csv,10,all good,DS-17-39 - Frank Stimson.csv-Q10,How much did employees contribute to their HSA in the 39th week  of 2017
APPROVED,DS-17-39 - Frank Stimson.csv,11,all good,DS-17-39 - Frank Stimson.csv-Q11,How much did employees contribute to their FSA in the 39th week  of 2017
APPROVED,DS-17-39 - Frank Stimson.csv,12,all good,DS-17-39 - Frank Stimson.csv-Q12,How much did employees contribute to their 401k in the 39th week  of 2017
APPROVED,DS-17-39 - Frank Stimson.csv,13,all good,DS-17-39 - Frank Stimson.csv-Q13,How much did employees pay for medical coverage in the 39th week  of 2017
APPROVED,DS-17-39 - Frank Stimson.csv,14,all good,DS-17-39 - Frank Stimson.csv-Q14,How much did employees pay for dental coverage in the 39th week  of 2017
APPROVED,DS-17-39 - Frank Stimson.csv,15,all good,DS-17-39 - Frank Stimson.csv-Q15,How much did employees pay for vision coverage in the 39th week  of 2017
APPROVED,DS-17-39 - Frank Stimson.csv,2,all good,DS-17-39 - Frank Stimson.csv-Q2,How much did the employee pay in New York State taxes in the  39th week  of  2017 ?
APPROVED,DS-17-39 - Frank Stimson.csv,3,all good,DS-17-39 - Frank Stimson.csv-Q3,How much did the employee pay in New York City taxes in the  39th week  of 2017
APPROVED,DS-17-39 - Frank Stimson.csv,4,all good,DS-17-39 - Frank Stimson.csv-Q4,How many vacation days did the employee take in the 39th week  of 2017
APPROVED,DS-17-39 - Frank Stimson.csv,5,all good,DS-17-39 - Frank Stimson.csv-Q5,How many personal days did the employee take in the 39th week  of 2017
APPROVED,DS-17-39 - Frank Stimson.csv,6,all good,DS-17-39 - Frank Stimson.csv-Q6,How much did the employee pay in total for Social Security and Medicaid taxes in the  39th week  of 2017
APPROVED,DS-17-39 - Frank Stimson.csv,7,all good,DS-17-39 - Frank Stimson.csv-Q7,What was the total amount paid in taxes by employees in the 39th week  of 2017
APPROVED,DS-17-39 - Frank Stimson.csv,8,all good,DS-17-39 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 39th week  of 2017
APPROVED,DS-17-39 - Frank Stimson.csv,9,all good,DS-17-39 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 39th week  of 2017
APPROVED,DS-17-4 - Frank Stimson.csv,1,all good,DS-17-4 - Frank Stimson.csv-Q1,How many personal days did the employee take in the fourth week  of 2017
APPROVED,DS-17-4 - Frank Stimson.csv,10,all good,DS-17-4 - Frank Stimson.csv-Q10,How much did the employee pay in New York City taxes in the  fourth week  of 2017
APPROVED,DS-17-4 - Frank Stimson.csv,11,all good,DS-17-4 - Frank Stimson.csv-Q11,How much did the employee pay in New York State taxes in the  fourth week  of  2017 ?
APPROVED,DS-17-4 - Frank Stimson.csv,12,all good,DS-17-4 - Frank Stimson.csv-Q12,How much did the employee pay in total for Social Security and Medicaid taxes in the  fourth week  of 2017
APPROVED,DS-17-4 - Frank Stimson.csv,13,all good,DS-17-4 - Frank Stimson.csv-Q13,What was the total amount paid in taxes by employees in the fourth week  of 2017
APPROVED,DS-17-4 - Frank Stimson.csv,14,all good,DS-17-4 - Frank Stimson.csv-Q14,What were the total gross wages of employees in the fourth week  of 2017
APPROVED,DS-17-4 - Frank Stimson.csv,15,all good,DS-17-4 - Frank Stimson.csv-Q15,What were the total net wages of employees in the fourth week  of 2017
APPROVED,DS-17-4 - Frank Stimson.csv,2,all good,DS-17-4 - Frank Stimson.csv-Q2,How many vacation days did the employee take in the fourth week  of 2017
APPROVED,DS-17-4 - Frank Stimson.csv,3,all good,DS-17-4 - Frank Stimson.csv-Q3,How much did employees contribute to their 401k in the fourth week  of 2017
APPROVED,DS-17-4 - Frank Stimson.csv,4,all good,DS-17-4 - Frank Stimson.csv-Q4,How much did employees contribute to their FSA in the fourth week  of 2017
APPROVED,DS-17-4 - Frank Stimson.csv,5,all good,DS-17-4 - Frank Stimson.csv-Q5,How much did employees contribute to their HSA in the fourth week  of 2017
APPROVED,DS-17-4 - Frank Stimson.csv,6,all good,DS-17-4 - Frank Stimson.csv-Q6,How much did employees pay for dental coverage in the fourth week  of 2017
APPROVED,DS-17-4 - Frank Stimson.csv,7,all good,DS-17-4 - Frank Stimson.csv-Q7,How much did employees pay for medical coverage in the fourth week  of 2017
APPROVED,DS-17-4 - Frank Stimson.csv,8,all good,DS-17-4 - Frank Stimson.csv-Q8,How much did employees pay for vision coverage in the fourth week  of 2017
APPROVED,DS-17-4 - Frank Stimson.csv,9,all good,DS-17-4 - Frank Stimson.csv-Q9,How much did the employee pay in federal taxes in the  fourth week  of 2017
APPROVED,DS-17-40 - Frank Stimson.csv,1,all good,DS-17-40 - Frank Stimson.csv-Q1,How much did the employee pay in federal taxes in the  40th week  of 2017
APPROVED,DS-17-40 - Frank Stimson.csv,10,all good,DS-17-40 - Frank Stimson.csv-Q10,How much did employees contribute to their HSA in the 40th week  of 2017
APPROVED,DS-17-40 - Frank Stimson.csv,11,all good,DS-17-40 - Frank Stimson.csv-Q11,How much did employees contribute to their FSA in the 40th week  of 2017
APPROVED,DS-17-40 - Frank Stimson.csv,12,all good,DS-17-40 - Frank Stimson.csv-Q12,How much did employees contribute to their 401k in the 40th week  of 2017
APPROVED,DS-17-40 - Frank Stimson.csv,13,all good,DS-17-40 - Frank Stimson.csv-Q13,How much did employees pay for medical coverage in the 40th week  of 2017
APPROVED,DS-17-40 - Frank Stimson.csv,14,all good,DS-17-40 - Frank Stimson.csv-Q14,How much did employees pay for dental coverage in the 40th week  of 2017
APPROVED,DS-17-40 - Frank Stimson.csv,15,all good,DS-17-40 - Frank Stimson.csv-Q15,How much did employees pay for vision coverage in the 40th week  of 2017
APPROVED,DS-17-40 - Frank Stimson.csv,2,all good,DS-17-40 - Frank Stimson.csv-Q2,How much did the employee pay in New York State taxes in the  40th week  of  2017 ?
APPROVED,DS-17-40 - Frank Stimson.csv,3,all good,DS-17-40 - Frank Stimson.csv-Q3,How much did the employee pay in New York City taxes in the  40th week  of 2017
APPROVED,DS-17-40 - Frank Stimson.csv,4,all good,DS-17-40 - Frank Stimson.csv-Q4,How many vacation days did the employee take in the 40th week  of 2017
APPROVED,DS-17-40 - Frank Stimson.csv,5,all good,DS-17-40 - Frank Stimson.csv-Q5,How many personal days did the employee take in the 40th week  of 2017
APPROVED,DS-17-40 - Frank Stimson.csv,6,all good,DS-17-40 - Frank Stimson.csv-Q6,How much did the employee pay in total for Social Security and Medicaid taxes in the  40th week  of 2017
APPROVED,DS-17-40 - Frank Stimson.csv,7,all good,DS-17-40 - Frank Stimson.csv-Q7,What was the total amount paid in taxes by employees in the 40th week  of 2017
APPROVED,DS-17-40 - Frank Stimson.csv,8,all good,DS-17-40 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 40th week  of 2017
APPROVED,DS-17-40 - Frank Stimson.csv,9,all good,DS-17-40 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 40th week  of 2017
APPROVED,DS-17-41 - Frank Stimson.csv,1,all good,DS-17-41 - Frank Stimson.csv-Q1,How much did the employee pay in federal taxes in the  41th week  of 2017
APPROVED,DS-17-41 - Frank Stimson.csv,10,all good,DS-17-41 - Frank Stimson.csv-Q10,How much did employees contribute to their HSA in the 41th week  of 2017
APPROVED,DS-17-41 - Frank Stimson.csv,11,all good,DS-17-41 - Frank Stimson.csv-Q11,How much did employees contribute to their FSA in the 41th week  of 2017
APPROVED,DS-17-41 - Frank Stimson.csv,12,all good,DS-17-41 - Frank Stimson.csv-Q12,How much did employees contribute to their 401k in the 41th week  of 2017
APPROVED,DS-17-41 - Frank Stimson.csv,13,all good,DS-17-41 - Frank Stimson.csv-Q13,How much did employees pay for medical coverage in the 41th week  of 2017
APPROVED,DS-17-41 - Frank Stimson.csv,14,all good,DS-17-41 - Frank Stimson.csv-Q14,How much did employees pay for dental coverage in the 41th week  of 2017
APPROVED,DS-17-41 - Frank Stimson.csv,15,all good,DS-17-41 - Frank Stimson.csv-Q15,How much did employees pay for vision coverage in the 41th week  of 2017
APPROVED,DS-17-41 - Frank Stimson.csv,2,all good,DS-17-41 - Frank Stimson.csv-Q2,How much did the employee pay in New York State taxes in the  41th week  of  2017 ?
APPROVED,DS-17-41 - Frank Stimson.csv,3,all good,DS-17-41 - Frank Stimson.csv-Q3,How much did the employee pay in New York City taxes in the  41th week  of 2017
APPROVED,DS-17-41 - Frank Stimson.csv,4,all good,DS-17-41 - Frank Stimson.csv-Q4,How many vacation days did the employee take in the 41th week  of 2017
APPROVED,DS-17-41 - Frank Stimson.csv,5,all good,DS-17-41 - Frank Stimson.csv-Q5,How many personal days did the employee take in the 41th week  of 2017
APPROVED,DS-17-41 - Frank Stimson.csv,6,all good,DS-17-41 - Frank Stimson.csv-Q6,How much did the employee pay in total for Social Security and Medicaid taxes in the  41th week  of 2017
APPROVED,DS-17-41 - Frank Stimson.csv,7,all good,DS-17-41 - Frank Stimson.csv-Q7,What was the total amount paid in taxes by employees in the 41th week  of 2017
APPROVED,DS-17-41 - Frank Stimson.csv,8,all good,DS-17-41 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 41th week  of 2017
APPROVED,DS-17-41 - Frank Stimson.csv,9,all good,DS-17-41 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 41th week  of 2017
APPROVED,DS-17-42 - Frank Stimson.csv,1,all good,DS-17-42 - Frank Stimson.csv-Q1,How much did the employee pay in federal taxes in the  42nd week  of 2017
APPROVED,DS-17-42 - Frank Stimson.csv,10,all good,DS-17-42 - Frank Stimson.csv-Q10,How much did employees contribute to their HSA in the 42nd week  of 2017
APPROVED,DS-17-42 - Frank Stimson.csv,11,all good,DS-17-42 - Frank Stimson.csv-Q11,How much did employees contribute to their FSA in the 42nd week  of 2017
APPROVED,DS-17-42 - Frank Stimson.csv,12,all good,DS-17-42 - Frank Stimson.csv-Q12,How much did employees contribute to their 401k in the 42nd week  of 2017
APPROVED,DS-17-42 - Frank Stimson.csv,13,all good,DS-17-42 - Frank Stimson.csv-Q13,How much did employees pay for medical coverage in the 42nd week  of 2017
APPROVED,DS-17-42 - Frank Stimson.csv,14,all good,DS-17-42 - Frank Stimson.csv-Q14,How much did employees pay for dental coverage in the 42nd week  of 2017
APPROVED,DS-17-42 - Frank Stimson.csv,15,all good,DS-17-42 - Frank Stimson.csv-Q15,How much did employees pay for vision coverage in the 42nd week  of 2017
APPROVED,DS-17-42 - Frank Stimson.csv,2,all good,DS-17-42 - Frank Stimson.csv-Q2,How much did the employee pay in New York State taxes in the  42nd week  of  2017 ?
APPROVED,DS-17-42 - Frank Stimson.csv,3,all good,DS-17-42 - Frank Stimson.csv-Q3,How much did the employee pay in New York City taxes in the  42nd week  of 2017
APPROVED,DS-17-42 - Frank Stimson.csv,4,all good,DS-17-42 - Frank Stimson.csv-Q4,How many vacation days did the employee take in the 42nd week  of 2017
APPROVED,DS-17-42 - Frank Stimson.csv,5,all good,DS-17-42 - Frank Stimson.csv-Q5,How many personal days did the employee take in the 42nd week  of 2017
APPROVED,DS-17-42 - Frank Stimson.csv,6,all good,DS-17-42 - Frank Stimson.csv-Q6,How much did the employee pay in total for Social Security and Medicaid taxes in the  42nd week  of 2017
APPROVED,DS-17-42 - Frank Stimson.csv,7,all good,DS-17-42 - Frank Stimson.csv-Q7,What was the total amount paid in taxes by employees in the 42nd week  of 2017
APPROVED,DS-17-42 - Frank Stimson.csv,8,all good,DS-17-42 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 42nd week  of 2017
APPROVED,DS-17-42 - Frank Stimson.csv,9,all good,DS-17-42 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 42nd week  of 2017
APPROVED,DS-17-43 - Frank Stimson.csv,1,all good,DS-17-43 - Frank Stimson.csv-Q1,How much did the employee pay in federal taxes in the  43rd week  of 2017
APPROVED,DS-17-43 - Frank Stimson.csv,10,all good,DS-17-43 - Frank Stimson.csv-Q10,How much did employees contribute to their HSA in the 43rd week  of 2017
APPROVED,DS-17-43 - Frank Stimson.csv,11,all good,DS-17-43 - Frank Stimson.csv-Q11,How much did employees contribute to their FSA in the 43rd week  of 2017
APPROVED,DS-17-43 - Frank Stimson.csv,12,all good,DS-17-43 - Frank Stimson.csv-Q12,How much did employees contribute to their 401k in the 43rd week  of 2017
APPROVED,DS-17-43 - Frank Stimson.csv,13,all good,DS-17-43 - Frank Stimson.csv-Q13,How much did employees pay for medical coverage in the 43rd week  of 2017
APPROVED,DS-17-43 - Frank Stimson.csv,14,all good,DS-17-43 - Frank Stimson.csv-Q14,How much did employees pay for dental coverage in the 43rd week  of 2017
APPROVED,DS-17-43 - Frank Stimson.csv,15,all good,DS-17-43 - Frank Stimson.csv-Q15,How much did employees pay for vision coverage in the 43rd week  of 2017
APPROVED,DS-17-43 - Frank Stimson.csv,2,all good,DS-17-43 - Frank Stimson.csv-Q2,How much did the employee pay in New York State taxes in the  43rd week  of  2017 ?
APPROVED,DS-17-43 - Frank Stimson.csv,3,all good,DS-17-43 - Frank Stimson.csv-Q3,How much did the employee pay in New York City taxes in the  43rd week  of 2017
APPROVED,DS-17-43 - Frank Stimson.csv,4,all good,DS-17-43 - Frank Stimson.csv-Q4,How many vacation days did the employee take in the 43rd week  of 2017
APPROVED,DS-17-43 - Frank Stimson.csv,5,all good,DS-17-43 - Frank Stimson.csv-Q5,How many personal days did the employee take in the 43rd week  of 2017
APPROVED,DS-17-43 - Frank Stimson.csv,6,all good,DS-17-43 - Frank Stimson.csv-Q6,How much did the employee pay in total for Social Security and Medicaid taxes in the  43rd week  of 2017
APPROVED,DS-17-43 - Frank Stimson.csv,7,all good,DS-17-43 - Frank Stimson.csv-Q7,What was the total amount paid in taxes by employees in the 43rd week  of 2017
APPROVED,DS-17-43 - Frank Stimson.csv,8,all good,DS-17-43 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 43rd week  of 2017
APPROVED,DS-17-43 - Frank Stimson.csv,9,all good,DS-17-43 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 43rd week  of 2017
APPROVED,DS-17-44 - Frank Stimson.csv,1,all good,DS-17-44 - Frank Stimson.csv-Q1,How much did the employee pay in federal taxes in the  44th week  of 2017
APPROVED,DS-17-44 - Frank Stimson.csv,10,all good,DS-17-44 - Frank Stimson.csv-Q10,How much did employees contribute to their HSA in the 44th week  of 2017
APPROVED,DS-17-44 - Frank Stimson.csv,11,all good,DS-17-44 - Frank Stimson.csv-Q11,How much did employees contribute to their FSA in the 44th week  of 2017
APPROVED,DS-17-44 - Frank Stimson.csv,12,all good,DS-17-44 - Frank Stimson.csv-Q12,How much did employees contribute to their 401k in the 44th week  of 2017
APPROVED,DS-17-44 - Frank Stimson.csv,13,all good,DS-17-44 - Frank Stimson.csv-Q13,How much did employees pay for medical coverage in the 44th week  of 2017
APPROVED,DS-17-44 - Frank Stimson.csv,14,all good,DS-17-44 - Frank Stimson.csv-Q14,How much did employees pay for dental coverage in the 44th week  of 2017
APPROVED,DS-17-44 - Frank Stimson.csv,15,all good,DS-17-44 - Frank Stimson.csv-Q15,How much did employees pay for vision coverage in the 44th week  of 2017
APPROVED,DS-17-44 - Frank Stimson.csv,2,all good,DS-17-44 - Frank Stimson.csv-Q2,How much did the employee pay in New York State taxes in the  44th week  of  2017 ?
APPROVED,DS-17-44 - Frank Stimson.csv,3,all good,DS-17-44 - Frank Stimson.csv-Q3,How much did the employee pay in New York City taxes in the  44th week  of 2017
APPROVED,DS-17-44 - Frank Stimson.csv,4,all good,DS-17-44 - Frank Stimson.csv-Q4,How many vacation days did the employee take in the 44th week  of 2017
APPROVED,DS-17-44 - Frank Stimson.csv,5,all good,DS-17-44 - Frank Stimson.csv-Q5,How many personal days did the employee take in the 44th week  of 2017
APPROVED,DS-17-44 - Frank Stimson.csv,6,all good,DS-17-44 - Frank Stimson.csv-Q6,How much did the employee pay in total for Social Security and Medicaid taxes in the  44th week  of 2017
APPROVED,DS-17-44 - Frank Stimson.csv,7,all good,DS-17-44 - Frank Stimson.csv-Q7,What was the total amount paid in taxes by employees in the 44th week  of 2017
APPROVED,DS-17-44 - Frank Stimson.csv,8,all good,DS-17-44 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 44th week  of 2017
APPROVED,DS-17-44 - Frank Stimson.csv,9,all good,DS-17-44 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 44th week  of 2017
APPROVED,DS-17-45 - Frank Stimson.csv,1,all good,DS-17-45 - Frank Stimson.csv-Q1,How much did the employee pay in federal taxes in the  45th week  of 2017
APPROVED,DS-17-45 - Frank Stimson.csv,10,all good,DS-17-45 - Frank Stimson.csv-Q10,How much did employees contribute to their HSA in the 45th week  of 2017
APPROVED,DS-17-45 - Frank Stimson.csv,11,all good,DS-17-45 - Frank Stimson.csv-Q11,How much did employees contribute to their FSA in the 45th week  of 2017
APPROVED,DS-17-45 - Frank Stimson.csv,12,all good,DS-17-45 - Frank Stimson.csv-Q12,How much did employees contribute to their 401k in the 45th week  of 2017
APPROVED,DS-17-45 - Frank Stimson.csv,13,all good,DS-17-45 - Frank Stimson.csv-Q13,How much did employees pay for medical coverage in the 45th week  of 2017
APPROVED,DS-17-45 - Frank Stimson.csv,14,all good,DS-17-45 - Frank Stimson.csv-Q14,How much did employees pay for dental coverage in the 45th week  of 2017
APPROVED,DS-17-45 - Frank Stimson.csv,15,all good,DS-17-45 - Frank Stimson.csv-Q15,How much did employees pay for vision coverage in the 45th week  of 2017
APPROVED,DS-17-45 - Frank Stimson.csv,2,all good,DS-17-45 - Frank Stimson.csv-Q2,How much did the employee pay in New York State taxes in the  45th week  of  2017 ?
APPROVED,DS-17-45 - Frank Stimson.csv,3,all good,DS-17-45 - Frank Stimson.csv-Q3,How much did the employee pay in New York City taxes in the  45th week  of 2017
APPROVED,DS-17-45 - Frank Stimson.csv,4,all good,DS-17-45 - Frank Stimson.csv-Q4,How many vacation days did the employee take in the 45th week  of 2017
APPROVED,DS-17-45 - Frank Stimson.csv,5,all good,DS-17-45 - Frank Stimson.csv-Q5,How many personal days did the employee take in the 45th week  of 2017
APPROVED,DS-17-45 - Frank Stimson.csv,6,all good,DS-17-45 - Frank Stimson.csv-Q6,How much did the employee pay in total for Social Security and Medicaid taxes in the  45th week  of 2017
APPROVED,DS-17-45 - Frank Stimson.csv,7,all good,DS-17-45 - Frank Stimson.csv-Q7,What was the total amount paid in taxes by employees in the 45th week  of 2017
APPROVED,DS-17-45 - Frank Stimson.csv,8,all good,DS-17-45 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 45th week  of 2017
APPROVED,DS-17-45 - Frank Stimson.csv,9,all good,DS-17-45 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 45th week  of 2017
APPROVED,DS-17-46 - Frank Stimson.csv,1,all good,DS-17-46 - Frank Stimson.csv-Q1,How much did the employee pay in federal taxes in the  46th week  of 2017
APPROVED,DS-17-46 - Frank Stimson.csv,10,all good,DS-17-46 - Frank Stimson.csv-Q10,How much did employees contribute to their HSA in the 46th week  of 2017
APPROVED,DS-17-46 - Frank Stimson.csv,11,all good,DS-17-46 - Frank Stimson.csv-Q11,How much did employees contribute to their FSA in the 46th week  of 2017
APPROVED,DS-17-46 - Frank Stimson.csv,12,all good,DS-17-46 - Frank Stimson.csv-Q12,How much did employees contribute to their 401k in the 46th week  of 2017
APPROVED,DS-17-46 - Frank Stimson.csv,13,all good,DS-17-46 - Frank Stimson.csv-Q13,How much did employees pay for medical coverage in the 46th week  of 2017
APPROVED,DS-17-46 - Frank Stimson.csv,14,all good,DS-17-46 - Frank Stimson.csv-Q14,How much did employees pay for dental coverage in the 46th week  of 2017
APPROVED,DS-17-46 - Frank Stimson.csv,15,all good,DS-17-46 - Frank Stimson.csv-Q15,How much did employees pay for vision coverage in the 46th week  of 2017
APPROVED,DS-17-46 - Frank Stimson.csv,2,all good,DS-17-46 - Frank Stimson.csv-Q2,How much did the employee pay in New York State taxes in the  46th week  of  2017 ?
APPROVED,DS-17-46 - Frank Stimson.csv,3,all good,DS-17-46 - Frank Stimson.csv-Q3,How much did the employee pay in New York City taxes in the  46th week  of 2017
APPROVED,DS-17-46 - Frank Stimson.csv,4,all good,DS-17-46 - Frank Stimson.csv-Q4,How many vacation days did the employee take in the 46th week  of 2017
APPROVED,DS-17-46 - Frank Stimson.csv,5,all good,DS-17-46 - Frank Stimson.csv-Q5,How many personal days did the employee take in the 46th week  of 2017
APPROVED,DS-17-46 - Frank Stimson.csv,6,all good,DS-17-46 - Frank Stimson.csv-Q6,How much did the employee pay in total for Social Security and Medicaid taxes in the  46th week  of 2017
APPROVED,DS-17-46 - Frank Stimson.csv,7,all good,DS-17-46 - Frank Stimson.csv-Q7,What was the total amount paid in taxes by employees in the 46th week  of 2017
APPROVED,DS-17-46 - Frank Stimson.csv,8,all good,DS-17-46 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 46th week  of 2017
APPROVED,DS-17-46 - Frank Stimson.csv,9,all good,DS-17-46 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 46th week  of 2017
APPROVED,DS-17-47 - Frank Stimson.csv,1,all good,DS-17-47 - Frank Stimson.csv-Q1,How much did the employee pay in federal taxes in the  47th week  of 2017
APPROVED,DS-17-47 - Frank Stimson.csv,10,all good,DS-17-47 - Frank Stimson.csv-Q10,How much did employees contribute to their HSA in the 47th week  of 2017
APPROVED,DS-17-47 - Frank Stimson.csv,11,all good,DS-17-47 - Frank Stimson.csv-Q11,How much did employees contribute to their FSA in the 47th week  of 2017
APPROVED,DS-17-47 - Frank Stimson.csv,12,all good,DS-17-47 - Frank Stimson.csv-Q12,How much did employees contribute to their 401k in the 47th week  of 2017
APPROVED,DS-17-47 - Frank Stimson.csv,13,all good,DS-17-47 - Frank Stimson.csv-Q13,How much did employees pay for medical coverage in the 47th week  of 2017
APPROVED,DS-17-47 - Frank Stimson.csv,14,all good,DS-17-47 - Frank Stimson.csv-Q14,How much did employees pay for dental coverage in the 47th week  of 2017
APPROVED,DS-17-47 - Frank Stimson.csv,15,all good,DS-17-47 - Frank Stimson.csv-Q15,How much did employees pay for vision coverage in the 47th week  of 2017
APPROVED,DS-17-47 - Frank Stimson.csv,2,all good,DS-17-47 - Frank Stimson.csv-Q2,How much did the employee pay in New York State taxes in the  47th week  of  2017 ?
APPROVED,DS-17-47 - Frank Stimson.csv,3,all good,DS-17-47 - Frank Stimson.csv-Q3,How much did the employee pay in New York City taxes in the  47th week  of 2017
APPROVED,DS-17-47 - Frank Stimson.csv,4,all good,DS-17-47 - Frank Stimson.csv-Q4,How many vacation days did the employee take in the 47th week  of 2017
APPROVED,DS-17-47 - Frank Stimson.csv,5,all good,DS-17-47 - Frank Stimson.csv-Q5,How many personal days did the employee take in the 47th week  of 2017
APPROVED,DS-17-47 - Frank Stimson.csv,6,all good,DS-17-47 - Frank Stimson.csv-Q6,How much did the employee pay in total for Social Security and Medicaid taxes in the  47th week  of 2017
APPROVED,DS-17-47 - Frank Stimson.csv,7,all good,DS-17-47 - Frank Stimson.csv-Q7,What was the total amount paid in taxes by employees in the 47th week  of 2017
APPROVED,DS-17-47 - Frank Stimson.csv,8,all good,DS-17-47 - Frank Stimson.csv-Q8,What were the total net wages of employees in the 47th week  of 2017
APPROVED,DS-17-47 - Frank Stimson.csv,9,all good,DS-17-47 - Frank Stimson.csv-Q9,What were the total gross wages of employees in the 47th week  of 2017
APPROVED,DS-17-48 - Frank Stimson.csv,1,all good,DS-17-48 - Frank Stimson.csv-Q1,How much did the employee pay in federal taxes in the  48th week  of 2017
APPROVED,DS-17-48 - Frank Stimson.csv,10,all good,DS-17-48 - Frank Stimson.csv-Q10,How much did employees contribute to their HSA in the 48th week  of 2017
APPROVED,DS-17-48 - Frank Stimson.csv,11,all good,DS-17-48 - Frank Stimson.csv-Q11,How much did employees contribute to their FSA in the 48th week  of 2017
APPROVED,DS-17-48 - Frank Stimson.csv,12,all good,DS-17-48 - Frank Stimson.csv-Q12,How much did employees contribute to their 401k in the 48th week  of 2017
APPROVED,DS-17-48 - Frank Stimson.csv,13,all good,DS-17-48 - Frank Stimson.csv-Q13,How much did employees pay for medical coverage in the 48th week  of 2017
APPROVED,DS-17-48 - Frank Stimson.csv,14,all good,DS-17-48 - Frank Stimson.csv-Q14,How much did employees pay for dental coverage in the 48th week  of 2017
APPROVED,DS-17-48 - Frank Stimson.csv,15,all good,DS-17-48 - Frank Stimson.csv-Q15,How much did employees pay for vision coverage in the 48th week  of 2017
APPROVED,DS-17-48 - Frank Stimson.csv,2,all good,DS-17-48 - Frank Stimson.csv-Q2,How much did the employee pay in New York State taxes in the  48th week  of  2017 ?
APPROVED,DS-17-48 - Frank Stimson.csv,3,all good,DS-17-48 - Frank Stimson.csv-Q3,How much did the employee pay in New York City taxes in the  48th week  of 2017
APPROVED,DS-17-48 - Frank Stimson.csv,4,all good,DS-17-48 - Frank Stimson.csv-Q4,How many vacation days did the employee take in the 48th week  of 2017
